"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Все возможные состояния рабочего процесса и роли рабочего процесса. Варианты статуса документа (Docstatus): 0 - ""Сохранен"", 1 - ""Проведен"" и 2 - ""Отменен""",
All-uppercase is almost as easy to guess as all-lowercase.,"Все прописные буквы угадать почти так же легко, как и все строчные.",
Allocated To,Назначено на,
Allot Points To Assigned Users,Выделить баллы назначенным пользователям,
Allow,Разрешить,
Allow API Indexing Access,Разрешить доступ к индексированию API,
Allow Auto Repeat,Разрешить автоповтор,
Allow Bulk Edit,Разрешить массовое редактирование,
Allow Comments,Разрешить комментарии,
Allow Consecutive Login Attempts ,Разрешить последовательные попытки входа в систему ,
Allow Delete,Разрешить удаление,
Allow Dropbox Access,Разрешить доступ к Dropbox,
Allow Editing After Submit,Разрешить редактирование после проведения,
Allow Google Calendar Access,Разрешить доступ к Google Календарь,
Allow Google Contacts Access,Разрешить доступ к Google Контакты,
Allow Google Drive Access,Разрешить доступ к Google Диск,
Allow Guest,Разрешить гостям,
Allow Guest to View,Разрешить гостю просмотр,
Allow Guest to comment,Разрешить гостям оставлять комментарии,
Allow Guests to Upload Files,Разрешить гостям загружать файлы,
Allow Import (via Data Import Tool),Разрешить импорт (с помощью инструмента импорта данных),
Allow Incomplete Forms,Разрешить незаполненные формы,
Allow Login After Fail,Разрешить вход после неудачи,
Allow Login using Mobile Number,Разрешить вход по номеру мобильного телефона,
Allow Login using User Name,Разрешить вход по имени пользователя,
Allow Modules,Разрешить модули,
Allow Multiple Responses,Разрешить несколько ответов,
Allow Older Web View Links (Insecure),Разрешить старые ссылки на веб-страницы (небезопасно),
Allow Print,Разрешить печать,
Allow Print for Cancelled,Разрешить печать для отмененных,
Allow Print for Draft,Разрешить печать для черновиков,
Allow Read On All Link Options,Разрешить чтение по всем ссылкам,
Allow Rename,Разрешить переименование,
Allow Roles,Разрешить роли,
Allow Self Approval,Разрешить одобрение самому себе,
Allow Sending Usage Data for Improving Applications,Разрешить отправлять данные об использовании для улучшения приложений,
Allow approval for creator of the document,Разрешить одобрение для создателя документа,
Allow document creation via Email,Разрешить создавать документы по электронной почте,
Allow events in timeline,Разрешить события на временной шкале,
Allow in Quick Entry,Разрешить быстрый ввод,
Allow on Submit,Разрешить при проведении,
Allow only one session per user,Разрешить только одну сессию для одного пользователя,
Allow page break inside tables,Разрешить разрыв страницы внутри таблиц,
Allow saving if mandatory fields are not filled,"Разрешить сохранение, если обязательные поля не заполнены",
Allow sending usage data for improving applications,Разрешить отправлять данные об использовании для улучшения приложений,
Allow user to login only after this hour (0-24),Разрешить пользователю входить в систему только после этого часа (0-24),
Allow user to login only before this hour (0-24),Разрешить пользователю входить в систему только до этого часа (0-24),
"Allow users to log in without a password, using a login link sent to their email","Разрешить пользователям входить в систему без пароля, используя ссылку для входа, отправленную на их электронную почту",
Allowed,Разрешено,
Allowed File Extensions,Допустимые типы файлов,
Allowed In Mentions,Разрешено в упоминаниях,
Allowed Modules,Разрешенные модули,
Allowed Roles,Разрешенные роли,
"Allowing DocType, DocType. Be careful!","Разрешение ДокТайп, ДокТайп. Будьте внимательны!",
Already Registered,Уже зарегистрирован,
Already in the following Users ToDo list:{0},Уже есть в списке дел следующих пользователей:{0},
Also adding the dependent currency field {0},Также добавляется поле зависимой валюты {0},
Also adding the status dependency field {0},Также добавляется поле зависимости от статуса {0},
Alternative Email ID,Альтернативная электронная почта,
"Always add ""Draft"" Heading for printing draft documents","Всегда добавлять заголовок ""Черновик"" для печати черновиков документов",
Always use this email address as sender address,Всегда использовать этот адрес электронной почты в качестве адреса отправителя,
Always use this name as sender name,Всегда использовать это имя в качестве имени отправителя,
Amend,Правка,
Amend Counter,Счетчик правок,
Amended Document Naming Settings,Настройки именования измененных документов,
Amended Documents,Измененные документы,
Amended From,Изменено,
Amendment Naming Override,Переопределение наименования правок,
Amendment naming rules updated.,Обновлены правила именования правок.,
An error occurred while setting Session Defaults,Произошла ошибка при установке параметров сеанса по умолчанию,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Файл иконки с расширением .ico. Размер должен быть 16 x 16 px. Создается с помощью генератора фавиконов. [favicon-generator.org],
An unexpected error occurred while authorizing {}.,При авторизации {} произошла непредвиденная ошибка.,
